ARC,ASD,MD,IR,IR*,SR,Model,Num_Trades
-0.003652868058427905,0.0008127200670965355,0.005835750617809358,-4.494620234342035,-2.813392100527232,-4.305388878247041,GARCH,25
-0.0016377062259067543,0.0006942178061721833,0.003480799397686103,-2.359066868274137,-1.1099342582256182,-2.2576822627949684,GARCH-LSTM,17
