ARC,ASD,MD,IR,IR*,SR,Model,Num_Trades
-0.011470221700357497,0.0023659116413171886,0.02331637599786267,-4.848119219689713,-2.3849762194906567,-3.8880005434179172,GARCH,19
-0.0037547565747092504,0.0013035917101831547,0.008219345688056823,-2.880316394603113,-1.3157844103811729,-1.4727655489810199,GARCH-LSTM,8
