ARC,ASD,MD,IR,IR*,SR,Model,Num_Trades
-0.01882514651493028,0.04319254236310929,0.1674253954815241,-0.4358425201432185,-0.049005703558502055,-0.7214570650920145,GARCH,44
-0.043411109552451976,0.044256553042402065,0.19422429470144098,-0.9808967614549631,-0.21924042425600238,-1.1283845670145953,GARCH-LSTM,44
